Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?,url
1636,Israel and Iran: A love story?,667,41,125,26,173,3073,128,1073,7,44,151,15,6,582,35,2037818,1766,897,2135,2.3801560758099995,Iran;Middle East;TEDx;design;global issues;peace,Yes,https://www.ted.com/talks/israel_and_iran_a_love_story
1643,Deep sea diving ... in a wheelchair,342,15,76,52,212,1865,36,590,7,30,188,10,10,283,14,2062060,1748,578,752,1.30103806228,TEDx;art;disability;oceans;performance art,Yes,https://www.ted.com/talks/sue_austin_deep_sea_diving_in_a_wheelchair
2619,4 ways to build a human company in the age of machines,241,21,62,76,148,1275,133,372,5,88,18,9,8,77,17,1406116,353,704,1656,2.35227272727,beauty;business;collaboration;goal-setting;humanity;innovation;leadership;motivation;work,Yes,https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
198,The fractals at the heart of African designs,319,73,412,51,1142,4238,103,365,19,662,955,15,45,39,38,1535690,3616,1017,3077,3.0255653883999996,Africa;architecture;culture;design;math;technology,Yes,https://www.ted.com/talks/ron_eglash_on_african_fractals
2622,Islamophobia killed my brother. Let's end the hate,617,11,34,31,109,2995,247,676,10,174,82,17,7,913,67,1199433,349,888,2196,2.47297297297,Islam;activism;community;death;family;humanity;love;religion;social change;society,Yes,https://www.ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate
1287,Don't regret regret,346,115,77,205,215,3656,376,1386,113,244,39,35,24,401,80,1804694,2151,1011,2715,2.68545994065,culture;decision-making;failure,Yes,https://www.ted.com/talks/kathryn_schulz_don_t_regret_regret
2834,How boredom can lead to your most brilliant ideas,107,102,62,39,204,1546,160,439,13,323,29,12,2,43,11,1320240,95,973,2598,2.67009249743,brain;cognitive science;communication;creativity;entertainment;personal growth;social media,Yes,https://www.ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas
2841,How AI can enhance our memory  work and social lives,9,5,24,22,66,421,43,62,1,144,20,3,6,9,7,1334953,103,586,1296,2.21160409556,AI;collaboration;computers;intelligence;machine learning;product design;technology,Yes,https://www.ted.com/talks/tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives
2844,How I found myself through music,234,17,19,19,72,635,8,175,13,22,7,2,8,29,10,860622,89,558,1167,2.09139784946,TED-Ed;guitar;live music;music;performance;personal growth,No,https://www.ted.com/talks/anika_paulson_how_i_found_myself_through_music
2848,Why we need to end the era of orphanages,42,2,6,13,40,593,65,172,8,124,42,2,1,70,6,827722,80,791,1661,2.09987357775,TEDx;activism;children;family;poverty;social change,Yes,https://www.ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages
2851,A dance to honor Mother Earth,93,3,12,2,26,199,3,31,1,1,18,2,3,4,0,217250,99,575,269,0.46782608695699995,art;creativity;dance;performance;performance art,No,https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth
2855,A smog vacuum cleaner and other magical city designs,46,51,114,11,128,738,37,212,2,72,32,1,2,23,7,805991,74,738,1944,2.63414634146,architecture;art;cities;creativity;design;environment;future;innovation;invention;product design;public spaces;sustainability;technology,Yes,https://www.ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs
2859,How to build a company where the best ideas win,33,13,190,44,311,1777,169,420,9,403,28,13,3,125,16,1623615,73,993,2518,2.53575025176,algorithm;business;collaboration;communication;decision-making;innovation;investment;leadership;personal growth;technology;work,Yes,https://www.ted.com/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win
2863,The Sacred Art of the Ori,99,3,7,7,55,348,4,94,0,35,10,1,4,28,1,757439,85,530,1447,2.7301886792500003,Africa;art;beauty;creativity;performance art,Yes,https://www.ted.com/talks/laolu_senbanjo_the_sacred_art_of_the_ori
2867,The real reason manufacturing jobs are disappearing,28,5,12,22,66,717,122,29,11,320,10,21,5,11,55,1241726,65,722,1644,2.2770083102500003,business;capitalism;collaboration;economics;global issues;government;manufacturing;policy;politics;work,Yes,https://www.ted.com/talks/augie_picado_the_real_reason_manufacturing_jobs_are_disappearing
2870,What intelligent machines can learn from a school of fish,37,4,57,7,76,356,16,62,0,73,6,6,5,6,1,871684,58,651,1721,2.6436251920099996,AI;ants;fish;future;innovation;insects;intelligence;robots;science,Yes,https://www.ted.com/talks/radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish
2874,The boost students need to overcome obstacles,96,39,25,13,33,719,43,272,2,136,6,3,3,43,5,1041605,54,425,1145,2.6941176470599997,TED Residency;education;personal growth;sociology;success;teaching,Yes,https://www.ted.com/talks/anindya_kundu_the_boost_students_need_to_overcome_obstacles
2881,Why Africa must become a center of knowledge again,21,0,6,11,27,294,58,59,5,73,1,1,4,26,2,796478,60,810,1576,1.94567901235,Africa;agriculture;history;leadership;library;philosophy;resources;rivers;society;water,Yes,https://www.ted.com/talks/oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again
2884,Why people of different faiths are painting their houses of worship yellow,72,3,27,6,24,403,13,134,3,35,5,3,0,71,7,852243,52,711,1588,2.23347398031,activism;art;community;faith;painting;religion;social change;society;terrorism,Yes,https://www.ted.com/talks/nabila_alibhai_why_people_of_different_faiths_are_painting_their_houses_of_worship_yellow
2888,What teen pregnancy looks like in Latin America,43,0,2,2,26,425,41,93,0,123,17,1,1,73,3,969231,50,287,511,1.7804878048800001,Gender equality;South America;TED Fellows;art;children;family;inequality;parenting;photography;poverty;pregnancy;sexual violence;social change;society;vulnerability;women,Yes,https://www.ted.com/talks/christian_rodriguez_what_teen_pregnancy_looks_like_in_latin_america
2896,What I learned as a prisoner in North Korea,120,7,3,7,85,850,49,204,0,139,23,1,1,206,5,1366737,50,719,1508,2.09735744089,Asia;TEDx;United States;china;compassion;fear;humanity;journalism;politics,Yes,https://www.ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea
3012,How to seek truth in the era of fake news,21,20,21,22,83,986,142,184,17,210,5,30,13,152,66,1069000,43,1078,2813,2.6094619666,algorithm;communication;democracy;global issues;government;journalism;leadership;politics;social media;war,Yes,https://www.ted.com/talks/christiane_amanpour_how_to_seek_truth_in_the_era_of_fake_news
194,Beauty  truth and ... physics?,375,298,122,114,485,2587,115,298,57,510,50,13,55,42,53,1187017,3608,962,2370,2.4636174636200003,String theory;physics;science;storytelling;technology,Yes,https://www.ted.com/talks/murray_gell_mann_on_beauty_and_truth_in_physics
2256,This is what it's like to go undercover in North Korea,333,14,16,108,300,2619,47,403,15,571,128,33,28,571,52,3533063,867,752,1474,1.9601063829799998,politics,Yes,https://www.ted.com/talks/suki_kim_this_is_what_it_s_like_to_go_undercover_in_north_korea
2819,Hamilton vs. Madison and the birth of American partisanship,1,1,6,3,12,131,24,24,0,53,1,0,0,6,0,916173,94,857,1862,2.1726954492400004,United States;government;history;politics,Yes,https://www.ted.com/talks/noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship
501,Can design save newspapers?,94,14,104,90,126,1493,169,535,15,165,56,26,5,60,34,1058572,3128,364,910,2.5,business;creativity;culture;design;media;typography,Yes,https://www.ted.com/talks/jacek_utko_asks_can_design_save_the_newspaper
1037,The case for collaborative consumption,58,20,245,74,340,2656,516,683,38,489,57,23,18,58,37,1131438,2501,994,2517,2.53219315895,TEDx;business;cities;collaboration;communication;consumerism;culture;technology;trust,Yes,https://www.ted.com/talks/rachel_botsman_the_case_for_collaborative_consumption
1,Averting the climate crisis,58,545,57,203,133,2948,269,413,113,445,116,132,62,140,262,3208733,4136,977,2095,2.14431934493,alternative energy;cars;climate change;culture;environment;global issues;science;sustainability;technology,Yes,https://www.ted.com/talks/al_gore_on_averting_climate_crisis
51,Winning the oil endgame,10,40,254,46,221,2252,375,333,45,620,123,17,38,63,67,838616,3604,1184,3249,2.7440878378400004,MacArthur grant;business;economics;energy;environment;green;science;technology,Yes,https://www.ted.com/talks/amory_lovins_on_winning_the_oil_endgame
78,Visual illusions that show how we (mis)think,110,320,222,285,368,2014,32,62,123,175,96,35,81,2,103,2151072,3854,873,1692,1.9381443299,brain;cognitive science;culture;design;illusion;psychology,Yes,https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired
1462,The attitudes that sparked Arab Spring,27,3,3,33,86,620,55,125,11,152,9,3,12,65,36,590132,1971,872,1641,1.8818807339400003,Egypt;TEDx;data;economics;protests;women,Yes,https://www.ted.com/talks/dalia_mogahed_the_attitudes_that_sparked_arab_spring
937,The beauty of data visualization,714,254,755,190,1239,6004,480,815,54,1227,169,33,13,23,38,2601234,2617,1076,2959,2.75,complexity;computers;data;design;visualizations,Yes,https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization
2452,This country isn't just carbon neutral -- it's carbon negative,892,59,104,52,317,4222,423,1617,6,381,101,9,27,225,9,1979161,590,1134,2190,1.93121693122,Buddhism;alternative energy;beauty;big problems;climate change;democracy;ecology;economics;environment;future;global development;global issues;goal-setting;government;green;happiness;humanity;innovation;nature;pollution;sustainability;trees;world cultures,Yes,https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
1040,Why we have too few women leaders,456,172,129,231,469,9494,1371,3860,52,1089,238,86,51,1161,129,7516487,2497,898,2669,2.97216035635,Gender equality;business;feminism;goal-setting;leadership;technology;women;women in business,Yes,https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders
1295,Massive-scale online collaboration,53,325,1445,31,688,4619,161,960,4,473,421,8,2,40,8,1488862,2147,999,3226,3.22922922923,Internet;TEDx;collaboration;computers;language;technology;wikipedia,Yes,https://www.ted.com/talks/luis_von_ahn_massive_scale_online_collaboration
395,A complicated hero in the war on dictatorship,25,0,4,37,60,786,121,177,45,151,16,9,2,113,26,457818,3268,1389,4121,2.96688264939,communication;global issues;morality;politics;terrorism;war,Yes,https://www.ted.com/talks/samantha_power_on_a_complicated_hero
1207,The shareable future of cities,33,19,99,78,148,1493,283,373,13,319,30,5,8,36,49,986647,2267,613,1912,3.11908646003,architecture;cities;collaboration;design;energy;environment;green;infrastructure;technology,Yes,https://www.ted.com/talks/alex_steffen
1823,Mapping ideas worth spreading,46,3,155,34,196,758,20,49,7,165,60,1,12,0,10,1087781,1495,475,1601,3.37052631579,TED Fellows;algorithm;complexity;data;technology,Yes,https://www.ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading
503,The Airstream  restyled,44,2,43,44,15,269,5,22,12,48,1,6,0,4,23,308854,3126,381,915,2.40157480315,creativity;design;exploration;materials;transportation,Yes,https://www.ted.com/talks/christopher_deam_restyles_the_airstream
2182,How to run a company with (almost) no rules,201,314,741,60,1014,6593,361,2810,19,254,182,4,31,584,18,2632777,985,1302,3787,2.90860215054,business;creativity;leadership;philosophy;work,Yes,https://www.ted.com/talks/ricardo_semler_how_to_run_a_company_with_almost_no_rules
835,Homeopathy  quackery and fraud,44,1075,224,196,396,5140,1002,359,188,761,121,194,27,328,225,2634002,2743,1039,2786,2.68142444658,culture;health;magic;science,Yes,https://www.ted.com/talks/james_randi
2184,My simple invention  designed to keep my grandfather safe,83,17,416,90,142,1543,51,423,14,223,19,5,5,43,12,1569418,983,346,1006,2.90751445087,TEDYouth;aging;design;innovation;invention;product design;technology,Yes,https://www.ted.com/talks/kenneth_shinozuka_my_simple_invention_designed_to_keep_my_grandfather_safe
2713,Inside America's dead shopping malls,84,278,56,113,109,1118,11,99,84,114,24,17,52,33,44,1736421,219,713,1412,1.98036465638,TEDx;art;capitalism;community;exploration;film;movies;public spaces;social change;urban,Yes,https://www.ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls
200,Why aren't we more compassionate?,234,38,48,143,247,2638,255,835,68,516,30,12,40,112,60,1627439,3597,793,2093,2.6393442623,brain;community;compassion;empathy;psychology,Yes,https://www.ted.com/talks/daniel_goleman_on_compassion
1127,Teaching with the World Peace Game,477,60,806,31,552,4870,240,1751,42,132,467,6,10,271,25,1401198,2377,1190,3370,2.8319327731099997,design;education;gaming;global issues;government;peace;politics;war,Yes,https://www.ted.com/talks/john_hunter_on_the_world_peace_game
2543,Why Brexit happened -- and what to do next,152,30,74,119,250,4651,715,1182,53,1293,55,149,41,240,298,2462688,473,1042,2450,2.3512476007700003,Europe;big problems;choice;collaboration;communication;community;democracy;future;global development;global issues;government;history;humanity;identity;immigration;inequality;news;policy;politics;refugees;social change;society,Yes,https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next
1911,As work gets more complex  6 rules to simplify,85,119,385,169,711,5384,961,1393,38,1003,102,16,92,245,65,3204191,1368,721,1669,2.31484049931,business;leadership;productivity;work,Yes,https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify
1378,We need to talk about an injustice,633,70,114,110,776,10960,1499,3979,37,1059,458,30,16,2127,52,3847961,2057,1421,4382,3.08374384236,Criminal Justice;crime;culture;global issues;inequality;law;race,Yes,https://www.ted.com/talks/bryan_stevenson_we_need_to_talk_about_an_injustice
1734,My story  from gangland daughter to star teacher,76,10,8,39,51,796,59,291,5,40,6,19,3,165,24,1064063,1628,483,1193,2.46997929607,children;education;teaching,Yes,https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
2456,A conservative's plea: Let's work together,41,24,29,60,67,1154,152,358,19,167,14,24,16,101,82,1140578,584,854,2179,2.55152224824,Debate;big problems;business;capitalism;collaboration;community;democracy;economics;global issues;government;identity;philosophy;policy;politics;psychology;social change;society,Yes,https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
1301,The hidden light of Afghanistan,249,0,8,38,101,1320,60,289,2,110,81,3,14,342,23,555326,2141,284,458,1.61267605634,TED Fellows;art;design;global issues;journalism;photography;storytelling,Yes,https://www.ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan
202,5 dangerous things you should let your kids do,80,1220,427,381,372,6992,1418,1039,70,965,82,40,61,599,238,4393831,3594,558,1294,2.31899641577,children;design;entertainment;parenting;play;sports;technology,Yes,https://www.ted.com/talks/gever_tulley_on_5_dangerous_things_for_kids
837,Build a tower  build a team,62,363,304,116,451,3010,336,633,16,592,61,7,22,30,17,3993583,2740,411,1089,2.6496350365,business;collaboration;culture;design;entertainment;psychology,Yes,https://www.ted.com/talks/tom_wujec_build_a_tower
300,Animate characters by evolving them,14,44,150,32,179,644,6,42,18,79,64,5,0,0,11,325942,3394,1100,3291,2.99181818182,animals;animation;biomechanics;demo;design;entertainment;gaming;technology;virtual reality,Yes,https://www.ted.com/talks/torsten_reil_studies_biology_to_make_animation
1563,The mysterious workings of the adolescent brain,58,53,56,119,494,2339,194,193,39,992,33,26,33,18,31,2275477,1861,866,2470,2.85219399538,aging;biology;brain;children;cognitive science;consciousness;intelligence;medical imaging;mind;neuroscience;parenting;science;sociology;youth,Yes,https://www.ted.com/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain
1131,Are we ready for neo-evolution?,31,47,86,86,609,2185,217,231,73,468,173,28,13,67,56,1023105,2372,1041,2304,2.21325648415,evolution;marine biology;medicine;philosophy;science;technology,Yes,https://www.ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution
1466,A new way to stop identity theft,5,62,79,41,73,602,82,28,21,145,11,5,14,7,29,175272,1967,1023,3472,3.3939393939399998,TEDx;security;self;technology,Yes,https://www.ted.com/talks/david_birch_identity_without_a_name
621,A multimedia theatrical adventure,166,27,125,66,134,1133,14,175,59,17,67,118,46,51,68,391136,2978,879,1056,1.20136518771,animation;media;performance;performance art;storytelling;theater,Yes,https://www.ted.com/talks/natasha_tsakos_multimedia_theatrical_adventure
204,Tales of passion,1153,1305,292,141,918,11066,901,3544,58,452,428,63,28,1701,82,3761689,3580,1080,2539,2.35092592593,South America;entertainment;global issues;love;parenting;storytelling;women;world cultures,Yes,https://www.ted.com/talks/isabel_allende_tells_tales_of_passion
1737,High School Training Ground,290,13,39,41,70,1243,73,320,7,52,67,12,12,235,12,1200370,1628,180,352,1.95555555556,education;poetry,Yes,https://www.ted.com/talks/malcolm_london_high_school_training_ground
2822,You smell with your body  not just your nose,14,2,13,6,52,235,10,16,1,97,19,0,3,1,1,1217929,87,424,851,2.0070754717,Human body;Senses;TEDMED;biology;biomechanics;discovery;health;medical research;medicine;nature;physiology;science;smell,Yes,https://www.ted.com/talks/jennifer_pluznick_you_smell_with_your_body_not_just_your_nose
511,Our antisocial phone tricks,34,527,74,205,86,1993,386,290,19,159,14,29,16,60,94,1220734,3117,226,572,2.53097345133,communication;social media;society;telecom,Yes,https://www.ted.com/talks/renny_gleeson_on_antisocial_phone_tricks
1646,A father-daughter dance ... in prison,337,26,55,14,50,1148,62,385,2,35,23,6,4,141,8,819032,1742,528,921,1.7443181818200002,TEDx;activism;children;dance;parenting;social change;women;youth,Yes,https://www.ted.com/talks/angela_patton_a_father_daughter_dance_in_prison
2626,How the blockchain will radically transform the economy,122,15,62,114,205,1605,114,198,54,486,25,6,40,35,129,2080687,341,897,1954,2.17837235229,Internet;blockchain;business;collaboration;computers;data;economics;future;innovation;privacy;security;society;software;technology;trust;wikipedia,Yes,https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
66,Do schools kill creativity?,4616,19814,6128,1183,10662,94604,10766,25097,390,7443,4457,212,245,3290,301,47786116,4136,1164,3105,2.6675257732,children;creativity;culture;dance;education;parenting;teaching,Yes,https://www.ted.com/talks/ken_robinson_says_schools_kill_creativity
2547,3 lessons on success from an Arab businesswoman,217,39,59,74,140,2620,182,973,10,242,49,21,10,587,17,1858822,468,842,2345,2.78503562945,Middle East;business;leadership;women;women in business;work,Yes,https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman
2358,A boat carrying 500 refugees sunk at sea. The story of two survivors,382,19,7,28,64,1667,167,489,17,161,70,13,10,220,20,1509681,719,1155,2367,2.04935064935,Middle East;Syria;TEDx;global issues;government;humanity;immigration;policy;poverty;social change;society;trafficking;war,Yes,https://www.ted.com/talks/melissa_fleming_a_boat_carrying_500_refugees_sunk_at_sea_the_story_of_two_survivors
2279,This app knows how you feel -- from the look on your face,62,67,168,100,338,1484,40,210,12,377,32,16,9,33,20,1417428,860,664,1696,2.55421686747,compassion;computers;psychology;technology,Yes,https://www.ted.com/talks/rana_el_kaliouby_this_app_knows_how_you_feel_from_the_look_on_your_face
92,The best stats you've ever seen,953,1403,3229,249,4624,25762,2549,2914,113,5469,3740,61,73,318,67,12072039,4135,1190,3145,2.6428571428599996,Africa;Asia;Google;demo;economics;global development;global issues;health;math;statistics;visualizations,Yes,https://www.ted.com/talks/hans_rosling_shows_the_best_stats_you_ve_ever_seen
2098,Where to train the world's doctors? Cuba.,71,6,27,31,131,1085,97,292,5,221,41,10,16,72,65,775159,1117,1028,2071,2.01459143969,global issues;health care;public health,Yes,https://www.ted.com/talks/gail_reed_where_to_train_the_world_s_doctors_cuba
1210,Finding planets around other stars,61,9,37,150,202,1069,42,117,7,366,19,7,14,13,25,1082629,2264,264,723,2.7386363636400004,TED Fellows;exploration;science;technology;telescopes;universe,Yes,https://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
727,How to live to be 100+,131,45,56,132,882,4550,677,1151,28,1194,123,18,13,47,53,3185305,2846,1179,3175,2.69296013571,TEDx;biology;culture;exploration;food;health;life;science,Yes,https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100
623,Adjustable liquid-filled eyeglasses,26,9,516,72,156,1357,67,207,11,127,65,10,19,34,38,753832,2974,334,705,2.11077844311,global development;global issues;health;health care;innovation;invention;product design;sight,Yes,https://www.ted.com/talks/josh_silver_demos_adjustable_liquid_filled_eyeglasses
1567,Demand a fair trade cell phone,19,1,7,15,21,658,157,109,11,182,14,5,4,83,30,588976,1858,561,888,1.58288770053,Africa;TEDx;communication;materials;technology;war,Yes,https://www.ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone
1044,How to succeed? Get more sleep,150,1112,164,540,127,4929,562,668,57,375,48,304,76,219,527,4276313,2484,250,501,2.004,business;culture;entertainment;productivity;sleep,Yes,https://www.ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep
2286,The forgotten history of autism,264,7,37,78,299,2501,314,290,33,987,23,16,10,68,75,1484665,858,828,1886,2.27777777778,Autism spectrum disorder;cognitive science;culture;history,Yes,https://www.ted.com/talks/steve_silberman_the_forgotten_history_of_autism
296,"Mother of Pearl  ""If I Had You""",388,477,95,48,54,1327,20,79,8,3,54,26,7,61,7,1018375,3390,334,343,1.02694610778,entertainment;humor;live music;love;music;performance;piano;women,No,https://www.ted.com/talks/nellie_mckay_sings_feminists_and_if_i_had_you
1914,Why smart statistics are the key to fighting crime,13,5,131,43,120,1168,250,123,16,366,15,2,8,51,25,884234,1363,761,2300,3.0223390275999997,crime;data,Yes,https://www.ted.com/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime
2280,A visual history of inequality in industrial America,12,0,11,57,26,579,55,51,9,152,22,18,46,84,36,1173727,857,303,454,1.49834983498,TED Fellows;art;community;creativity;environment;inequality;photography;social change,Yes,https://www.ted.com/talks/latoya_ruby_frazier_a_visual_history_of_inequality_in_industrial_america
145,The emergent genius of ant colonies,65,41,154,114,888,2481,42,124,61,869,74,4,16,19,10,939898,3576,1231,3584,2.91145410236,ants;biology;collaboration;design;insects;science,Yes,https://www.ted.com/talks/deborah_gordon_digs_ants
306,Let's look for life in the outer solar system,50,82,115,70,253,1273,46,221,83,110,38,18,23,52,112,899678,3387,1151,2646,2.29887054735,Planets;astrobiology;astronomy;biotech;exploration;extraterrestrial life;physics;science;technology;universe,Yes,https://www.ted.com/talks/freeman_dyson_says_let_s_look_for_life_in_the_outer_solar_system
2003,Save the oceans  feed the world!,23,17,27,69,94,1014,169,161,14,392,8,3,7,22,8,1186080,1251,670,2042,3.04776119403,TEDx;oceans;sustainability,Yes,https://www.ted.com/talks/jackie_savitz_save_the_oceans_feed_the_world
406,A foie gras parable,281,186,96,33,481,2533,274,537,43,368,117,32,3,51,31,1300659,3254,1224,3021,2.4681372549000002,entertainment;food;global issues;sustainability,Yes,https://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable
2720,What we don't know about mother's milk,72,30,11,51,90,951,129,166,7,292,21,9,6,60,7,1124473,208,599,1253,2.0918196995,Gender equality;activism;animals;anthropology;bacteria;biodiversity;biology;biomechanics;children;disease;government;health;health care;humanity;inequality;life;medicine;nature;parenting;science;women,Yes,https://www.ted.com/talks/katie_hinde_what_we_don_t_know_about_mother_s_milk
729,An all-star set,145,16,51,20,68,531,5,84,16,8,80,8,5,14,11,655334,2844,1505,14,0.0093023255814,live music;music;performance,No,https://www.ted.com/talks/herbie_hancock_s_all_star_set
2826,Can art amend history?,36,18,37,6,50,432,30,106,0,37,19,1,0,85,7,962861,82,772,1597,2.06865284974,art;history;identity;inequality;painting;race,Yes,https://www.ted.com/talks/titus_kaphar_can_art_amend_history
1574,Are droids taking our jobs?,19,23,43,42,202,1168,209,195,5,227,79,44,9,25,46,961041,1855,847,2432,2.87131050767,AI;TEDx;aircraft;business;robots;technology;work,Yes,https://www.ted.com/talks/andrew_mcafee_are_droids_taking_our_jobs
2366,A musical escape into a world of light and color,318,16,64,81,148,904,3,143,16,9,45,13,9,3,36,1371233,716,691,3,0.0043415340086800005,art;creativity;guitar;innovation;live music;music;performance,No,https://www.ted.com/talks/kaki_king_a_musical_escape_into_a_world_of_light_and_color
408,The coming neurological epidemic,1,43,23,83,130,1352,271,61,0,610,81,10,1,24,14,912997,3248,227,590,2.59911894273,Alzheimer's;aging;brain;business;health;public health;science;social change;technology,Yes,https://www.ted.com/talks/gregory_petsko_on_the_coming_neurological_epidemic
1135,Turning trash into toys for learning,182,145,475,51,385,2446,73,739,14,183,126,1,16,50,6,1375425,2368,930,2687,2.8892473118299997,design;education;play;science;technology;toy,Yes,https://www.ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning
308,On technology and faith,423,71,56,109,296,3902,411,1093,122,164,148,158,25,470,356,1542638,3386,1580,3271,2.0702531645599995,Christianity;God;death;faith;religion;technology,Yes,https://www.ted.com/talks/billy_graham_on_technology_faith_and_suffering
1305,An unexpected place of healing,79,27,6,17,64,915,17,317,7,24,102,1,2,251,1,370751,2137,673,1665,2.47399702823,TEDx;aging;culture;health care;medicine;self;storytelling,Yes,https://www.ted.com/talks/ramona_pierson_an_unexpected_place_of_healing
945,Let the environment guide our development,28,18,45,107,110,1451,278,249,43,408,33,15,23,58,36,935158,2609,1090,2967,2.72201834862,Anthropocene;agriculture;cities;climate change;environment;global issues,Yes,https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development
847,Social experiments to fight poverty,21,3,120,48,182,1709,446,367,9,374,42,0,11,61,25,885211,2729,1007,2921,2.90069513406,big problems;cities;economics;poverty,Yes,https://www.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty
1469,Why is 'x' the unknown?,138,1144,196,162,728,4574,104,115,19,1792,67,14,22,16,57,3274301,1964,237,495,2.08860759494,culture;history;language;math,Yes,https://www.ted.com/talks/terry_moore_why_is_x_the_unknown
633,How global crime networks work,4,39,15,78,281,1647,212,40,42,564,127,15,20,171,39,895154,2961,1170,2679,2.28974358974,adventure;crime;economics;global issues;narcotics;writing,Yes,https://www.ted.com/talks/misha_glenny_investigates_global_crime_networks
1827,The pursuit of ignorance,52,180,154,46,258,2010,349,516,25,330,19,9,12,50,10,1845606,1489,1113,3583,3.21922731357,curiosity;education;humor;mind;neuroscience;science;teaching,Yes,https://www.ted.com/talks/stuart_firestein_the_pursuit_of_ignorance
516,Stunning data visualization in the AlloSphere,255,4,193,78,267,1545,17,128,33,90,192,45,70,11,162,633725,3113,387,940,2.42894056848,art;math;science;technology;visualizations,Yes,https://www.ted.com/talks/joann_kuchera_morin_tours_the_allosphere
1214,Pay attention to nonviolence,120,8,40,41,84,2472,503,746,14,365,60,45,14,356,76,745031,2244,651,1285,1.97388632873,communication;compassion;entertainment;film;nonviolence;peace;violence;war,Yes,https://www.ted.com/talks/julia_bacha
2830,What six years in captivity taught me about fear and faith,74,0,8,6,62,757,23,244,0,22,56,0,15,247,0,570686,81,1180,1915,1.62288135593,South America;TED en Espaol;activism;fear;personal growth;politics;violence;war,Yes,https://www.ted.com/talks/ingrid_betancourt_what_six_years_in_captivity_taught_me_about_fear_and_faith
104,Cradle to cradle design,138,75,416,25,287,3309,908,696,49,259,207,39,27,149,34,1439347,3852,1205,3517,2.91867219917,architecture;business;china;cities;culture;design;environment;global issues;sustainability;technology,Yes,https://www.ted.com/talks/william_mcdonough_on_cradle_to_cradle_design
851,India's hidden hotbeds of invention,43,3,119,25,116,996,71,348,36,121,48,3,8,44,11,652279,2726,1375,3845,2.7963636363599997,creativity;entrepreneur;india;innovation;invention;poverty,Yes,https://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention
1918,How we turned the tide on domestic violence (Hint: the Polaroid helped),39,0,6,30,43,844,88,243,4,115,14,9,1,241,11,1045524,1357,670,1552,2.31641791045,gender;violence;women,Yes,https://www.ted.com/talks/esta_soler_how_we_turned_the_tide_on_domestic_violence_hint_the_polaroid_helped
310,Brain magic,208,1828,807,336,2558,11352,253,268,79,137,3728,162,274,208,506,13422707,3383,1189,3235,2.7207737594599997,brain;entertainment;illusion;magic,Yes,https://www.ted.com/talks/keith_barry_does_brain_magic
